emphysema/emphysema_patch1000.jpg,-1_7
emphysema/emphysema_patch1001.jpg,-1_7
emphysema/emphysema_patch1002.jpg,-1_7
emphysema/emphysema_patch1003.jpg,-1_7
emphysema/emphysema_patch1004.jpg,-1_7
emphysema/emphysema_patch1005.jpg,-1_7
emphysema/emphysema_patch1006.jpg,-1_7
emphysema/emphysema_patch1007.jpg,-1_7
emphysema/emphysema_patch1008.jpg,-1_7
emphysema/emphysema_patch1009.jpg,-1_7
emphysema/emphysema_patch100.jpg,50
emphysema/emphysema_patch1010.jpg,-1_7
emphysema/emphysema_patch1011.jpg,-1_7
emphysema/emphysema_patch1012.jpg,-1_7
emphysema/emphysema_patch1013.jpg,-1_7
emphysema/emphysema_patch1014.jpg,-1_7
emphysema/emphysema_patch1015.jpg,-1_7
emphysema/emphysema_patch1016.jpg,-1_7
emphysema/emphysema_patch1017.jpg,-1_7
emphysema/emphysema_patch1018.jpg,-1_7
emphysema/emphysema_patch1019.jpg,-1_7
emphysema/emphysema_patch101.jpg,50
emphysema/emphysema_patch1020.jpg,-1_7
emphysema/emphysema_patch1021.jpg,-1_7
emphysema/emphysema_patch1022.jpg,-1_7
emphysema/emphysema_patch1023.jpg,-1_7
emphysema/emphysema_patch1024.jpg,-1_7
emphysema/emphysema_patch1025.jpg,-1_7
emphysema/emphysema_patch1026.jpg,-1_7
emphysema/emphysema_patch1027.jpg,-1_7
emphysema/emphysema_patch1028.jpg,-1_7
emphysema/emphysema_patch1029.jpg,-1_7
emphysema/emphysema_patch102.jpg,50
emphysema/emphysema_patch1030.jpg,-1_7
emphysema/emphysema_patch1031.jpg,-1_7
emphysema/emphysema_patch1032.jpg,-1_7
emphysema/emphysema_patch1033.jpg,-1_7
emphysema/emphysema_patch1034.jpg,-1_7
emphysema/emphysema_patch1035.jpg,-1_7
emphysema/emphysema_patch1036.jpg,-1_7
emphysema/emphysema_patch1037.jpg,-1_7
emphysema/emphysema_patch1038.jpg,-1_7
